Katherine Reed,739435937,F,Staff,23056.05,0
Daniel Cox,750954467,M,Staff,28566.57,0
Danielle Rodriguez,753550128,F,Staff,36419.76,0
Jamie Johnson,755580793,M,Staff,18187.03,0
Tiffany Lee,763329792,F,Staff,35271.09,0
Zachary Walker,774343500,M,Staff,43810.26,0
Danielle Scott,780908111,F,Staff,14751.73,0
Kimberly Kelly,789146751,F,Staff,17838.73,0
Paul Hall,793332142,M,Staff,35486.05,0
Jeremy Myers,802147420,M,Staff,28576.51,0
Sarah Thomas,805151101,F,Staff,39315.76,0
Nathan Kim,816391775,M,Staff,39110.58,0
Thomas Hall,824100474,M,Staff,29597.13,0
Laura Jimenez,841290581,F,Staff,27665.77,0
Scott Harris,848251756,M,Staff,26520.50,0
Amy Ross,885839876,F,Staff,44627.58,0
Kevin Reed,886070754,M,Staff,17142.67,0
Erin Thomas,895428558,F,Staff,30538.39,0
Mark Rogers,899458886,M,Staff,22233.58,0
Zachary Mitchell,912287302,M,Staff,20784.07,0
Mark Rivera,921942352,M,Staff,13538.49,0
Christine Allen,939270346,F,Staff,41578.89,0
Anthony Allen,939742012,M,Staff,36042.09,0
Adam Hernandez,945624867,M,Staff,43392.68,0
Robert Howard,953558139,M,Staff,43820.48,0
Emily Cox,958735946,F,Staff,26412.30,0
Steven Harris,967641732,M,Staff,21065.65,0
William Phillips,986944215,M,Staff,12181.41,0
Kenneth Gray,990183247,M,Staff,34030.45,0
Mark Mitchell,991574886,M,Staff,16339.70,0
Nicole Wood,006261687,F,Staff,28803.76,1
Jeffrey Roberts,022729797,M,Staff,15834.10,1
Samantha Allen,023387349,F,Staff,39619.95,1
Christine Green,031663464,F,Staff,45701.52,1
Daniel Foster,037409968,M,Staff,25464.23,1
Andrea Lee,046576683,F,Staff,33932.76,1
Allison Myers,047719027,F,Staff,39581.74,1
Benjamin Hall,078409483,M,Staff,29816.51,1
Jamie Wood,089100973,F,Staff,19203.79,1
Kristen Harris,098043594,F,Staff,44368.22,1
Benjamin James,099032537,M,Staff,48618.02,1
Andrea Lopez,102364391,F,Staff,13380.03,1
Justin Rogers,113955683,M,Staff,28486.45,1
Samuel Adams,118316095,M,Staff,47025.80,1
Megan Hill,123528545,F,Staff,37167.70,1
Jonathan Moore,128057282,M,Staff,27953.71,1
Andrew Foster,149044943,M,Staff,43371.45,1
Nicole Hill,156509425,F,Staff,41695.79,1
Jamie Nguyen,181173478,F,Staff,31276.15,1
William Moore,210670962,M,Staff,48277.14,1
Gregory Lee,213383889,M,Staff,44114.89,1
Rachel Rodriguez,214779366,F,Staff,28923.75,1
Alexander Davis,215902551,M,Staff,33783.63,1
Tiffany Howard,219669864,F,Staff,31656.89,1
Lindsey Peterson,221043536,F,Staff,43809.24,1
Benjamin Cruz,223768613,M,Staff,38350.73,1
Kevin Flores,226447745,M,Staff,25387.61,1
Kimberly Rogers,264852425,F,Staff,39164.54,1
Emily Ramos,270569544,F,Staff,42499.68,1
Kelly Alvarez,285293047,F,Staff,12277.43,1
Sean Castillo,307983342,M,Staff,28526.91,1
Laura Collins,317227351,F,Staff,49583.82,1
Christine Mitchell,338729794,F,Staff,28617.31,1
Allison King,341987177,F,Staff,46100.59,1
Allison Evans,348068037,F,Staff,38565.84,1
William Peterson,355029250,M,Staff,35971.25,1
Jamie Green,356996642,M,Staff,43204.36,1
John Johnson,364083159,M,Staff,22879.75,1
Erin Mitchell,367415866,F,Staff,24492.03,1
Mark Wood,370463170,M,Staff,33686.71,1
Brittany Edwards,381926872,F,Staff,31483.40,1
Ashley Young,385089768,F,Staff,14555.58,1
Lindsay Anderson,432834816,F,Staff,49617.83,1
Jason Campbell,448810895,M,Staff,21778.41,1
Jennifer Parker,459543957,F,Staff,12312.45,1
Christine Ramirez,462988935,F,Staff,42426.48,1
Justin Jackson,498954518,M,Staff,29956.77,1
Jessica Brooks,503920606,F,Staff,16690.94,1
Erin Martin,504990076,F,Staff,47639.23,1
Jennifer Diaz,505905460,F,Staff,33434.27,1
Stephen Lee,510087807,M,Staff,43615.98,1
Joshua Reed,510937809,M,Staff,44085.98,1
Joshua Brown,519415763,M,Staff,39057.73,1
Crystal Mitchell,528950885,F,Staff,14485.05,1
James Green,534116256,M,Staff,40438.44,1
Kristen Watson,547993683,F,Staff,27980.86,1
Joseph Chavez,555373277,M,Staff,33749.29,1
Rebecca Rodriguez,560746360,F,Staff,34937.14,1
Zachary Baker,568439739,M,Staff,36008.75,1
Mary Parker,574109118,F,Staff,44312.45,1
Lauren Collins,584808116,F,Staff,20607.09,1
James Davis,593509799,M,Staff,45838.59,1
Courtney Edwards,615159670,F,Staff,48036.45,1
Kimberly Clark,621168681,F,Staff,32430.73,1
Shannon Rogers,628157431,F,Staff,39929.41,1
Lindsey Sanders,631420126,F,Staff,42778.01,1
Jennifer Allen,640040814,F,Staff,32984.16,1
Lisa Clark,640834388,F,Staff,49201.85,1
Megan Roberts,652887936,F,Staff,19848.11,1
Erin Hernandez,674998521,F,Staff,25571.67,1
Matthew Torres,675579792,M,Staff,22642.21,1
Jose Thomas,705874625,M,Staff,31081.64,1
Jamie Patel,716433083,F,Staff,21951.00,1
Lauren Thomas,721145936,F,Staff,13264.66,1
Samantha Smith,731420753,F,Staff,24928.96,1
Brian Gray,737234279,M,Staff,44500.41,1
Mary Bailey,740970653,F,Staff,40582.82,1
Jessica Morris,746472774,F,Staff,47768.20,1
Aaron Smith,764943158,M,Staff,15366.64,1
Benjamin Rogers,775281540,M,Staff,15149.57,1
Timothy Bailey,779416426,M,Staff,17405.84,1
Jose Moore,781141621,M,Staff,28549.61,1
Nicholas Morris,799056662,M,Staff,42147.82,1
Kenneth Hill,833890520,M,Staff,49527.81,1
Sarah Alvarez,837206815,F,Staff,19081.69,1
Amber Evans,870746644,F,Staff,17478.68,1
Robert Green,874169784,M,Staff,25583.76,1
Shannon White,880182443,F,Staff,14624.09,1
Ashley Evans,894612874,F,Staff,17560.62,1
Bradley Ramirez,915304515,M,Staff,22790.98,1
Amy Sanders,921485984,F,Staff,29586.49,1
Lauren Mendoza,928438202,F,Staff,29789.69,1
Ryan Ross,955023685,M,Staff,43241.65,1
Katie Hughes,963851846,F,Staff,18289.03,1
Lauren Clark,972139232,F,Staff,33844.10,1
Dustin Taylor,972334772,M,Staff,29355.24,1
Mark Ross,973839065,M,Staff,27020.71,1
Kenneth Sanchez,973904737,M,Staff,29055.76,1
Brian Allen,984681215,M,Staff,32842.31,1
Mary Murphy,994198530,F,Staff,42481.57,1
Erica Thompson,996088882,F,Staff,36682.64,1
Jeremy Collins,002218526,M,Staff,38210.67,2
Kelly Moore,053470723,F,Staff,19156.36,2
Bryan Scott,057194494,M,Staff,36005.35,2
Timothy Lopez,064904625,M,Staff,28688.62,2
Jeffrey Howard,085252439,M,Staff,28621.01,2
Alicia Bailey,087245057,F,Staff,30264.66,2
Sara Phillips,089109673,F,Staff,20949.73,2
Paul Johnson,089115325,M,Staff,43224.50,2
Christopher Williams,107498606,M,Staff,37259.01,2
Jason Davis,109386130,M,Staff,15361.51,2
Elizabeth Williams,112377632,F,Staff,46837.45,2
Laura Carter,122753552,F,Staff,49508.98,2
John Perez,128923018,M,Staff,37866.54,2
Kyle Morales,136133652,M,Staff,49307.19,2
Amanda Chavez,136513225,F,Staff,14736.73,2
Dustin Brooks,140353159,M,Staff,26159.74,2
Rebecca Lee,144938622,F,Staff,43757.29,2
Amanda Ortiz,157137651,F,Staff,42147.90,2
Katie Castillo,174352107,F,Staff,46361.98,2
Crystal Phillips,192381143,F,Staff,39268.14,2
Lindsey Phillips,203150958,F,Staff,32634.57,2
Emily Robinson,212224595,F,Staff,25217.08,2
Danielle Watson,249272121,F,Staff,30366.55,2
Amber Flores,250452876,F,Staff,23128.30,2
Dustin Baker,250472640,M,Staff,44910.99,2
Katie Patel,253910804,F,Staff,13167.78,2
Michael Morgan,295244609,M,Staff,36929.20,2
Jamie Kelly,297086017,F,Staff,29237.12,2
Lisa Wright,302985733,F,Staff,28267.65,2
Katie James,304899433,F,Staff,16523.08,2
Megan Jackson,305869638,F,Staff,32953.64,2
Christopher Garcia,309843829,M,Staff,26273.41,2
David Brown,310880387,M,Staff,33960.54,2
Christina Gonzalez,330441792,F,Staff,39499.27,2
Benjamin Flores,332138755,M,Staff,36002.84,2
Stephanie Thompson,336482982,F,Staff,42237.15,2
Emily Cruz,350868024,F,Staff,18182.79,2
Bryan Ortiz,392367995,M,Staff,45712.57,2
Justin Jackson,403181014,M,Staff,37007.09,2
Jonathan Brooks,409196420,M,Staff,44426.71,2
Laura Gutierrez,413819015,F,Staff,22291.20,2
Michelle Harris,428874119,F,Staff,31930.97,2
Benjamin Thompson,436729161,M,Staff,49137.90,2
Paul Hernandez,437297619,M,Staff,39273.64,2
Jennifer Nguyen,457732373,F,Staff,36277.72,2
Kristen Morris,461413611,F,Staff,38805.99,2
Emily Johnson,484077325,F,Staff,46227.32,2
Rachel Phillips,497772283,F,Staff,22660.44,2
Robert Carter,519798649,M,Staff,19301.04,2
Jacob Ross,520252036,M,Staff,47764.83,2
Anthony Young,529317244,M,Staff,18500.68,2
Amy Scott,529451836,F,Staff,25803.59,2
Paul Cooper,534110005,M,Staff,27978.59,2
Megan Rivera,538055294,F,Staff,14506.70,2
Jacob Reyes,547793023,M,Staff,17827.94,2
Vanessa Diaz,555898952,F,Staff,12171.42,2
Christine Patel,556950545,F,Staff,37830.68,2
Kevin Clark,569050696,M,Staff,20558.23,2
Scott Parker,571116339,M,Staff,43766.86,2
Justin Lewis,572539246,M,Staff,25231.99,2
Andrew Thompson,575128677,M,Staff,48945.41,2
Patrick Cruz,596543705,M,Staff,25157.47,2
Nicholas Scott,616089639,M,Staff,22227.86,2
Bradley Martinez,618775099,M,Staff,46117.00,2
Alicia Stewart,619765865,F,Staff,14229.10,2
Jesse Price,624034110,F,Staff,35965.88,2
Timothy James,624237464,M,Staff,45453.22,2
Steven Sanchez,629521531,M,Staff,32605.68,2
Ryan Ward,635995828,M,Staff,23680.77,2
Jesse Lewis,640577619,M,Staff,42449.15,2
Jesse Moore,646026296,M,Staff,20079.72,2
Robert Gutierrez,650280594,M,Staff,12072.75,2
Samantha Sanchez,651792030,F,Staff,41992.40,2
Anthony Ortiz,677547877,M,Staff,29565.86,2
Elizabeth Foster,679462409,F,Staff,47773.62,2
Christine Robinson,684780492,F,Staff,33568.92,2
Samantha Cooper,697429344,F,Staff,37764.88,2
Joshua Murphy,704849988,M,Staff,36755.49,2
Gregory Richardson,711320752,M,Staff,40264.47,2
Jamie Stewart,712150366,F,Staff,23977.24,2
Charles Diaz,717721510,M,Staff,15480.87,2
David Edwards,718186983,M,Staff,45866.48,2
Stephanie Gutierrez,718542967,F,Staff,24999.33,2
Charles Morgan,730225280,M,Staff,41468.02,2
Lindsey Perez,735276144,F,Staff,29635.37,2
Matthew Rivera,746404388,M,Staff,32130.03,2
Anthony Jackson,761825134,M,Staff,37443.29,2
Ryan Diaz,783099186,M,Staff,49349.16,2
Jesse Sanders,793295833,M,Staff,37562.90,2
Ashley Hill,806888707,F,Staff,39141.11,2
Kevin Perez,809013433,M,Staff,20674.50,2
Christopher Scott,831874415,M,Staff,46805.16,2
Christine White,838946255,F,Staff,16844.96,2
Michelle Rivera,844377482,F,Staff,44549.32,2
Sara Thomas,846626842,F,Staff,36934.15,2
Tiffany Torres,861718571,F,Staff,14762.18,2
Jessica Flores,880553091,F,Staff,39193.44,2
Lauren Edwards,881256202,F,Staff,15868.24,2
Katherine Walker,885378006,F,Staff,20415.16,2
Samuel King,917630415,M,Staff,34732.60,2
Bradley Turner,924824621,M,Staff,22762.58,2
Paul Jones,952516767,M,Staff,35056.46,2
Joshua Bailey,957473694,M,Staff,24859.25,2
Sarah Gutierrez,981647297,F,Staff,21277.27,2
Samantha Taylor,983379305,F,Staff,46271.39,2
Patrick Morgan,986476432,M,Staff,43706.13,2
Scott Johnson,990373328,M,Staff,20340.16,2
Thomas Green,994689978,M,Staff,45384.16,2
Danielle Ortiz,995213381,F,Staff,34551.59,2
Samuel Roberts,006733351,M,Staff,41599.95,3
Jesse Jimenez,007107631,F,Staff,33878.03,3
Danielle Hernandez,007117339,F,Staff,49509.90,3
Jamie Jimenez,021718010,F,Staff,19134.39,3
Heather Nguyen,026298130,F,Staff,39128.01,3
Samuel Richardson,029617606,M,Staff,31767.05,3
Tyler Collins,037315802,M,Staff,20937.45,3
John Rivera,039139190,M,Staff,47638.16,3
Gregory Patel,042893185,M,Staff,27047.42,3
Zachary Howard,044951210,M,Staff,14585.94,3
Lindsay Jackson,075845966,F,Staff,28034.05,3
Angela Jones,076820954,F,Staff,34742.44,3
Lindsay Chavez,093026818,F,Staff,25834.74,3
Justin Moore,097096991,M,Staff,22902.02,3
Andrew Cook,100201263,M,Staff,27076.54,3
Rebecca White,102019869,F,Staff,12337.69,3
Lindsay Martinez,113114546,F,Staff,43398.61,3
Kimberly Reed,136036642,F,Staff,43573.61,3
Cody Anderson,156434842,M,Staff,15280.76,3
Megan Ramirez,158355500,F,Staff,14189.67,3
Christine Mendoza,179463527,F,Staff,20420.38,3
Vanessa Ramirez,181159600,F,Staff,35698.96,3
Kimberly Scott,192149180,F,Staff,33690.79,3
Jonathan Mendoza,204248027,M,Staff,34527.04,3
Allison Gutierrez,204528756,F,Staff,29814.46,3
Sarah Allen,212475311,F,Staff,37373.42,3
Jamie Morris,245346372,F,Staff,33900.10,3
Kimberly Gomez,247064313,F,Staff,41893.05,3
Richard Thompson,260128617,M,Staff,22985.73,3
Zachary Martinez,261095188,M,Staff,12757.71,3
Jeffrey Ward,261853787,M,Staff,27261.92,3
Erica Jimenez,264484747,F,Staff,21730.62,3
Stephen Howard,285995395,M,Staff,19230.34,3
Alexander Morris,295895427,M,Staff,13713.86,3
Elizabeth Adams,303373593,F,Staff,21276.88,3
Brittany Baker,314391504,F,Staff,25522.86,3
Elizabeth Walker,316337699,F,Staff,20033.22,3
Patrick Lewis,326122388,M,Staff,22548.54,3
Paul Bailey,335079139,M,Staff,25848.91,3
Amy James,345691455,F,Staff,13263.00,3
Mary Reed,347968384,F,Staff,21481.08,3
Samantha Roberts,377723102,F,Staff,34865.61,3
Jeremy Bailey,383309004,M,Staff,41910.64,3
Christina Garcia,394668543,F,Staff,14748.21,3
Cody Allen,412472175,M,Staff,30938.45,3
Sarah Long,414206314,F,Staff,16152.22,3
Kyle Wright,415938725,M,Staff,39929.34,3
Elizabeth Lopez,418832701,F,Staff,21384.00,3
Angela Anderson,435937804,F,Staff,43034.73,3
Megan Hernandez,441643506,F,Staff,42007.78,3
Adam Bailey,441740070,M,Staff,34331.55,3
Paul Jackson,450673733,M,Staff,26866.07,3
Sara Reyes,461408056,F,Staff,26394.87,3
Jose Johnson,471324898,M,Staff,40190.51,3
Jamie Young,488814565,F,Staff,48070.07,3
Tyler Diaz,500788273,M,Staff,28975.43,3
Mary Lee,503560505,F,Staff,13395.68,3
Jeffrey Diaz,507738998,M,Staff,48496.73,3
Stephanie Bennett,513251919,F,Staff,35904.30,3
Crystal Parker,515229978,F,Staff,45786.68,3
Katie King,541175599,F,Staff,44264.19,3
Rebecca Myers,544544093,F,Staff,12461.37,3
Eric Brown,545505020,M,Staff,37542.24,3
David Hughes,547917747,M,Staff,21224.46,3
Brandon Brown,560256370,M,Staff,27317.47,3
Alexander Price,565017084,M,Staff,33586.64,3
Stephen Williams,571820634,M,Staff,18720.61,3
Travis Martinez,576281854,M,Staff,24199.72,3
Tiffany Jimenez,587604625,F,Staff,31194.49,3
Kevin Stewart,608279448,M,Staff,17245.96,3
Bradley Smith,617948750,M,Staff,21629.96,3
William Martin,634006095,M,Staff,34396.02,3
John Ross,641006242,M,Staff,16875.80,3
Christopher Smith,641561956,M,Staff,21496.61,3
Joseph Wilson,652138963,M,Staff,19675.21,3
Aaron Diaz,659259595,M,Staff,24577.64,3
Jonathan Taylor,673072638,M,Staff,44256.14,3
Stephen Cook,674077554,M,Staff,33730.91,3
William Alvarez,687917463,M,Staff,34353.10,3
Patrick Peterson,697878924,M,Staff,30773.12,3
Jessica Anderson,702229308,F,Staff,23647.81,3
Anthony Ward,711684784,M,Staff,42389.66,3
David Jackson,713026610,M,Staff,49166.35,3
David Bailey,715071279,M,Staff,14650.93,3
Mark Gutierrez,732771873,M,Staff,23338.07,3
Jeffrey Robinson,748122502,M,Staff,34598.74,3
Nathan Wilson,755861019,M,Staff,48385.66,3
Tiffany Sanders,785407587,F,Staff,19117.10,3
Daniel Collins,792118581,M,Staff,47848.39,3
Travis Wright,796363514,M,Staff,45944.00,3
Alicia Ross,796440310,F,Staff,17101.83,3
David Thompson,805843403,M,Staff,20379.49,3
Courtney Cox,810091251,F,Staff,33717.34,3
Tyler Chavez,813286461,M,Staff,18425.39,3
Andrea Lee,813827191,F,Staff,27945.28,3
Joseph Edwards,814083404,M,Staff,33433.14,3
Sean Smith,840201228,M,Staff,35224.16,3
Jeremy Smith,841563097,M,Staff,27317.09,3
Brittany Walker,846682874,F,Staff,19596.13,3
Nicholas Baker,861867887,M,Staff,35965.06,3
Christopher Adams,883809023,M,Staff,34215.23,3
Dustin Howard,915864923,M,Staff,14134.93,3
Kyle Edwards,919822808,M,Staff,19713.84,3
Melissa Richardson,928316110,F,Staff,16311.78,3
Lauren Wilson,930856597,F,Staff,39155.06,3
Michelle Collins,952151346,F,Staff,46944.95,3
Jamie Campbell,975522885,F,Staff,49870.94,3
Lindsey Jimenez,001043647,F,Staff,32314.98,4
Andrew Stewart,009446213,M,Staff,35787.90,4
Katie Stewart,013026514,F,Staff,30963.20,4
Steven Lee,020074899,M,Staff,49366.02,4
Angela Adams,025571466,F,Staff,17642.93,4
Joshua Hall,026105881,M,Staff,27311.23,4
Tiffany Turner,054750559,F,Staff,34882.27,4
Nicole Williams,060477151,F,Staff,45109.90,4
Tyler Murphy,063016913,M,Staff,36640.56,4
Joseph Green,067558309,M,Staff,15612.10,4
Rachel Perez,077940290,F,Staff,30556.09,4
Andrew Murphy,081476663,M,Staff,44638.87,4
Dustin Murphy,102677629,M,Staff,41325.22,4
Joshua James,119854366,M,Staff,45683.66,4
Rachel Martin,128224399,F,Staff,43629.41,4
Mary Long,139529748,F,Staff,28676.31,4
Alicia Ramos,153453531,F,Staff,47966.75,4
Jesse Jimenez,174979861,F,Staff,34391.41,4
Brandon Lee,209074458,M,Staff,33228.02,4
Jason Miller,224481346,M,Staff,18982.16,4
Jose Moore,230453939,M,Staff,41319.90,4
Timothy Martin,249333786,M,Staff,39874.22,4
Lindsay Mendoza,258451430,F,Staff,29442.23,4
Amber Gray,264811476,F,Staff,25762.07,4
Sara Mitchell,286689408,F,Staff,19135.20,4
John Green,294700835,M,Staff,37908.68,4
Benjamin Martin,306448316,M,Staff,30727.61,4
Jose Turner,321862729,M,Staff,21986.98,4
Jeffrey Davis,327777231,M,Staff,45489.45,4
Kristen Carter,335823072,F,Staff,40726.33,4
Zachary Diaz,343406221,M,Staff,46257.32,4
Jessica Reed,357963406,F,Staff,44583.62,4
Brittany Taylor,359639929,F,Staff,24021.45,4
Jesse Mendoza,373525491,F,Staff,20927.86,4
Emily Parker,385367934,F,Staff,24893.30,4
Jason Brooks,426796195,M,Staff,27939.71,4
Kristen Ruiz,434767626,F,Staff,28452.87,4
Kevin Gomez,442705970,M,Staff,38949.05,4
Thomas White,445943875,M,Staff,48205.70,4
Brian Price,465010734,M,Staff,12089.93,4
Patrick Flores,473914328,M,Staff,34810.59,4
Allison Green,495550307,F,Staff,14910.88,4
Heather Jimenez,504136847,F,Staff,21041.43,4
Daniel Cox,527834559,M,Staff,31333.30,4
Benjamin Jimenez,540176101,M,Staff,14097.58,4
Crystal Thomas,566079107,F,Staff,34670.95,4
Richard Patel,574696821,M,Staff,27097.43,4
Anthony Baker,596553806,M,Staff,25889.11,4
Justin Allen,601586414,M,Staff,33451.70,4
Allison Johnson,617048754,F,Staff,25085.14,4
Rebecca Morgan,618543933,F,Staff,26356.31,4
Jacob Martin,629185755,M,Staff,37352.84,4
Charles Allen,630092655,M,Staff,19950.12,4
Lauren Diaz,642262039,F,Staff,21002.46,4
Michelle Taylor,643109028,F,Staff,17685.28,4
Vanessa Stewart,644894601,F,Staff,28052.28,4
Sean Jimenez,650503606,M,Staff,15928.95,4
Samuel Davis,657984847,M,Staff,45539.75,4
Justin Long,663427229,M,Staff,44961.99,4
Benjamin Harris,671953476,M,Staff,25688.34,4
Kelly Reed,680045885,F,Staff,15693.69,4
Jennifer Howard,682766320,F,Staff,44450.29,4
Dustin Lewis,690900519,M,Staff,23360.78,4
Erica Morales,698930124,F,Staff,38138.48,4
Kimberly Ramirez,707207510,F,Staff,19361.36,4
Andrea Reyes,726090117,F,Staff,33634.30,4
Justin Ruiz,726709060,M,Staff,13955.35,4
Megan Lopez,735471448,F,Staff,18834.72,4
Timothy Brooks,735982448,M,Staff,24233.63,4
Amber Murphy,747395253,F,Staff,40306.92,4
Gregory Murphy,782794934,M,Staff,27705.89,4
Jacob Walker,782986826,M,Staff,17764.70,4
Nicole Young,784920554,F,Staff,49966.62,4
Jessica Lopez,787025295,F,Staff,43883.42,4
Robert Cook,788700480,M,Staff,47477.64,4
Richard Sanchez,798982872,M,Staff,26309.79,4
Katie Wood,830830715,F,Staff,12141.06,4
Nicole Carter,839452094,F,Staff,32606.31,4
Justin King,841897186,M,Staff,12878.97,4
Zachary Bennett,846847355,M,Staff,30389.45,4
Danielle Kelly,864690605,F,Staff,17537.24,4
Katherine Moore,865553675,F,Staff,23530.45,4
Eric Jimenez,865673390,M,Staff,14356.69,4
Jason Patel,867307313,M,Staff,44732.78,4
Jessica Murphy,871464802,F,Staff,41258.93,4
Katherine Gomez,872268332,F,Staff,44526.06,4
Dustin Harris,889121174,M,Staff,12141.02,4
Erica Long,902917311,F,Staff,27919.95,4
Dustin Robinson,922852677,M,Staff,26955.21,4
Steven Jimenez,958603044,M,Staff,35591.07,4
Christina Perez,959187313,F,Staff,47003.68,4
Cody Ortiz,970844716,M,Staff,45275.88,4
Jennifer Green,976350880,F,Staff,27325.68,4
Stephen Howard,976487738,M,Staff,45610.05,4
Rebecca Miller,982460427,F,Staff,29633.21,4
Stephanie Nelson,986697907,F,Staff,38870.75,4
Christine Castillo,995876982,F,Staff,37229.27,4
Paul White,999967610,M,Staff,23125.99,4
Mark Cruz,003376002,M,Staff,49101.37,5
Gregory Hernandez,005554233,M,Staff,46168.80,5
Lisa Morales,024136060,F,Staff,25762.24,5
Erin Hernandez,039124939,F,Staff,33926.47,5
Jason Thomas,041897134,M,Staff,33305.63,5
Adam Wright,052995757,M,Staff,24920.22,5
Scott Cruz,073549927,M,Staff,22495.87,5
Ryan Moore,079078266,M,Staff,22197.59,5
Eric Wilson,096362835,M,Staff,28490.24,5
Alicia Williams,146810444,F,Staff,49940.63,5
Erica Brooks,156450293,F,Staff,18169.84,5
Travis Anderson,159027713,M,Staff,44688.16,5
Ryan Gutierrez,170689202,M,Staff,18424.58,5
Brittany Walker,192090655,F,Staff,43324.31,5
Samuel Sanders,192496570,M,Staff,31065.72,5
Lindsey Baker,201094327,F,Staff,32437.42,5
Andrew Morgan,201366737,M,Staff,25698.96,5
Vanessa Green,216705240,F,Staff,33035.12,5
Timothy Carter,219111108,M,Staff,16415.29,5
Christina Harris,226283146,F,Staff,41714.46,5
Sara Chavez,240066577,F,Staff,21042.45,5
Benjamin Castillo,240268735,M,Staff,40224.66,5
Kristen Gutierrez,250375109,F,Staff,41376.15,5
Lauren Kim,256497655,F,Staff,23188.02,5
Kristen Robinson,268771048,F,Staff,42966.30,5
Laura Mendoza,278474892,F,Staff,42199.23,5
Christopher Martinez,334856644,M,Staff,39314.91,5
Benjamin Hernandez,335363786,M,Staff,38819.30,5
Heather Ortiz,336877713,F,Staff,25326.64,5
William Anderson,337470625,M,Staff,43180.04,5
Alexander Bennett,346906629,M,Staff,16785.70,5
Shannon Ruiz,355586520,F,Staff,18840.92,5
Rachel Murphy,361937511,F,Staff,23505.54,5
Brandon Lee,364073227,M,Staff,27836.62,5
Paul Brooks,418837920,M,Staff,25682.08,5
Andrew Moore,426459569,M,Staff,37025.28,5
Charles Flores,430649458,M,Staff,49901.58,5
