Anthony Hall,416355551,M,Faculty,62718.47,Associate Professor
Lauren Watson,851606130,F,Faculty,62760.88,Professor
Richard Jones,428052428,M,Faculty,62762.43,Instructor
Timothy Price,968429141,M,Faculty,62765.99,Assistant Professor
Gregory Flores,464243849,M,Faculty,62900.18,Associate Professor
Kimberly Hall,283156842,F,Faculty,62913.76,Associate Professor
Michael Cooper,072561669,M,Faculty,62924.57,Associate Professor
David Patel,634114660,M,Faculty,62973.36,Associate Professor
Zachary Cook,021788075,M,Faculty,62981.89,Assistant Professor
Melissa Anderson,826647251,F,Faculty,63065.91,Instructor
Patrick Sanders,010201443,M,Faculty,63069.66,Associate Professor
Daniel Lee,427444181,M,Faculty,63070.95,Associate Professor
Anthony Hall,619622402,M,Faculty,63080.91,Associate Professor
Dustin Morris,631717840,M,Faculty,63147.25,Assistant Professor
Bradley Allen,172927326,M,Faculty,63241.00,Professor
Eric Green,018962418,M,Faculty,63273.91,Associate Professor
Jennifer Adams,716581476,F,Faculty,63321.26,Instructor
Elizabeth Ortiz,006642148,F,Faculty,63384.02,Assistant Professor
David Moore,951206350,M,Faculty,63412.55,Associate Professor
Vanessa Jackson,564240404,F,Faculty,63426.64,Instructor
Kenneth Cooper,662817440,M,Faculty,63427.62,Assistant Professor
Cody Scott,812466146,M,Faculty,63427.85,Associate Professor
Eric Myers,676365117,M,Faculty,63439.06,Associate Professor
Samantha Mitchell,872221675,F,Faculty,63506.87,Assistant Professor
Brittany Hall,341025836,F,Faculty,63606.84,Associate Professor
Nicholas Morris,972805641,M,Faculty,63617.51,Assistant Professor
Ryan Torres,632943518,M,Faculty,63618.06,Associate Professor
Tiffany Reed,159209767,F,Faculty,63654.29,Professor
Lisa King,787978574,F,Faculty,63725.53,Associate Professor
Jamie Thomas,312414640,M,Faculty,63766.46,Instructor
Sara Roberts,735442989,F,Faculty,63996.21,Instructor
Melissa Bailey,332102924,F,Faculty,64060.58,Assistant Professor
Jason Ramirez,360429131,M,Faculty,64179.52,Associate Professor
Erin Taylor,217861199,F,Faculty,64199.36,Instructor
Adam Bennett,668832367,M,Faculty,64247.30,Associate Professor
Emily Long,794218574,F,Faculty,64287.49,Instructor
Stephen Alvarez,839753447,M,Faculty,64333.91,Instructor
Christopher Ramirez,038365734,M,Faculty,64365.71,Associate Professor
Brandon Cook,341812901,M,Faculty,64527.68,Professor
Dustin Gray,426089800,M,Faculty,64657.12,Instructor
Sarah Myers,618387671,F,Faculty,64659.32,Professor
Samuel Taylor,783054310,M,Faculty,64660.41,Assistant Professor
Jeremy Evans,828108879,M,Faculty,64674.74,Assistant Professor
Kelly Bennett,368447331,F,Faculty,64729.85,Instructor
Travis Garcia,209119743,M,Faculty,64848.41,Associate Professor
Elizabeth Alvarez,646432162,F,Faculty,64848.79,Instructor
Jennifer King,532698269,F,Faculty,64852.28,Professor
Brian Robinson,343064111,M,Faculty,64992.47,Associate Professor
Sean James,815349890,M,Faculty,65121.55,Instructor
Emily Foster,732068703,F,Faculty,65131.12,Assistant Professor
Lindsay Cruz,195271181,F,Faculty,65163.58,Assistant Professor
Christine Morris,221024001,F,Faculty,65181.53,Instructor
Cody Myers,050214160,M,Faculty,65187.39,Assistant Professor
Paul Collins,336447624,M,Faculty,65200.62,Assistant Professor
Robert Morales,584826444,M,Faculty,65316.33,Instructor
Bradley Sanders,560015609,M,Faculty,65417.04,Professor
Andrew Cook,678335693,M,Faculty,65431.55,Professor
Samantha Davis,373263734,F,Faculty,65459.77,Professor
Patrick Williams,619154525,M,Faculty,65466.75,Professor
Samuel Bennett,860592706,M,Faculty,65506.63,Professor
Thomas White,978663789,M,Faculty,65561.68,Associate Professor
Mary Ramirez,175142560,F,Faculty,65575.13,Associate Professor
Christopher Gray,943343270,M,Faculty,65625.52,Instructor
Kristen Gonzalez,554355463,F,Faculty,65667.48,Instructor
Brian Campbell,838151378,M,Faculty,65776.41,Associate Professor
Heather Wilson,115327123,F,Faculty,65776.66,Assistant Professor
Angela Thompson,069823620,F,Faculty,65780.07,Instructor
Adam Mendoza,317353144,M,Faculty,65893.63,Assistant Professor
Lindsay Garcia,309844892,F,Faculty,65949.10,Assistant Professor
Rachel Torres,474465950,F,Faculty,65981.59,Professor
Bradley Lewis,280647610,M,Faculty,66028.05,Associate Professor
Aaron Long,711361646,M,Faculty,66066.00,Associate Professor
Jacob Myers,754134611,M,Faculty,66081.71,Associate Professor
Stephanie Myers,834774150,F,Faculty,66104.60,Professor
Sean Watson,652703057,M,Faculty,66161.91,Professor
Brittany Rivera,682048430,F,Faculty,66165.73,Associate Professor
Elizabeth Campbell,348754961,F,Faculty,66279.86,Assistant Professor
Zachary Jones,502950768,M,Faculty,66286.37,Instructor
Tyler Baker,465980229,M,Faculty,66289.77,Assistant Professor
Dustin Baker,451476033,M,Faculty,66307.66,Assistant Professor
Christina Hughes,235699564,F,Faculty,66335.74,Professor
Justin Ross,692731397,M,Faculty,66360.12,Associate Professor
Amber Hughes,886193588,F,Faculty,66413.83,Professor
Mark Adams,896692804,M,Faculty,66455.77,Assistant Professor
Christine King,214665049,F,Faculty,66480.80,Instructor
Heather Brown,329200879,F,Faculty,66552.55,Professor
Lauren Rodriguez,857753844,F,Faculty,66562.48,Assistant Professor
Rachel Wood,807216327,F,Faculty,66589.03,Associate Professor
Bryan Robinson,537737632,M,Faculty,66589.78,Instructor
Joshua Carter,618371283,M,Faculty,66594.09,Associate Professor
Kyle White,096632896,M,Faculty,66692.10,Professor
Bryan Mendoza,251573284,M,Faculty,66710.45,Assistant Professor
William Myers,879756803,M,Faculty,66717.21,Professor
Crystal Gutierrez,004543826,F,Faculty,66728.46,Instructor
Joseph Johnson,581099974,M,Faculty,66731.78,Instructor
Jamie Brooks,262112237,F,Faculty,66734.81,Professor
Brandon Rogers,926654738,M,Faculty,66779.96,Associate Professor
Justin Kelly,006478712,M,Faculty,66780.23,Instructor
Shannon Johnson,202543544,F,Faculty,66795.55,Professor
Bryan Perez,443750472,M,Faculty,66838.29,Instructor
Bradley Ross,584761062,M,Faculty,66849.01,Instructor
Lauren Harris,115318905,F,Faculty,66859.03,Associate Professor
Kenneth Lewis,724128731,M,Faculty,66922.13,Assistant Professor
Angela Morris,930234265,F,Faculty,66960.82,Instructor
Christina Adams,703958805,F,Faculty,66976.78,Associate Professor
Adam Price,260680578,M,Faculty,66992.64,Instructor
Ashley Ramos,458990675,F,Faculty,66997.70,Associate Professor
Daniel James,571287886,M,Faculty,67018.23,Assistant Professor
Mary Baker,589322878,F,Faculty,67085.18,Professor
Emily Baker,483104731,F,Faculty,67120.99,Assistant Professor
Brittany Reyes,919405725,F,Faculty,67130.33,Assistant Professor
Kenneth Cox,386908009,M,Faculty,67140.42,Professor
Joseph Gray,415456279,M,Faculty,67344.00,Associate Professor
Sara Moore,742208464,F,Faculty,67371.15,Associate Professor
Jamie Cruz,340621422,M,Faculty,67393.27,Associate Professor
Kelly Murphy,179708945,F,Faculty,67475.87,Associate Professor
Shannon Taylor,435340073,F,Faculty,67890.48,Associate Professor
Heather Clark,891674817,F,Faculty,67923.68,Instructor
Angela Jimenez,783167634,F,Faculty,67938.46,Associate Professor
Lisa Morgan,722534648,F,Faculty,67994.28,Assistant Professor
Gregory Foster,464354571,M,Faculty,68043.84,Assistant Professor
Erica Morales,907327636,F,Faculty,68156.33,Assistant Professor
Samantha Robinson,598547218,F,Faculty,68171.12,Assistant Professor
John Moore,306583761,M,Faculty,68185.53,Assistant Professor
Michael Morris,697505131,M,Faculty,68217.53,Associate Professor
Ashley Moore,804813614,F,Faculty,68228.55,Associate Professor
Bradley Rivera,474777571,M,Faculty,68262.84,Associate Professor
Vanessa Richardson,820297441,F,Faculty,68283.17,Professor
Joseph Rodriguez,403594600,M,Faculty,68306.30,Assistant Professor
Robert Lewis,529507519,M,Faculty,68353.30,Instructor
Sara Nguyen,605968565,F,Faculty,68367.76,Instructor
Sara Morris,083931916,F,Faculty,68369.97,Assistant Professor
Joshua Rogers,914507068,M,Faculty,68410.88,Associate Professor
Charles Kim,454325771,M,Faculty,68456.33,Assistant Professor
Erin Ruiz,388492453,F,Faculty,68484.70,Assistant Professor
Tiffany Rivera,460202778,F,Faculty,68544.57,Professor
Christopher Edwards,009315161,M,Faculty,68559.59,Professor
Emily Lewis,899379958,F,Faculty,68659.37,Associate Professor
Dustin Walker,436711517,M,Faculty,68672.41,Assistant Professor
Ashley Lee,786103015,F,Faculty,68677.33,Instructor
Sara Lopez,294273255,F,Faculty,68709.77,Instructor
Steven Parker,447944167,M,Faculty,68737.00,Professor
Christina Jimenez,794780957,F,Faculty,68738.54,Associate Professor
Erin Richardson,447843127,F,Faculty,68767.07,Assistant Professor
Tiffany Turner,473508173,F,Faculty,68776.42,Associate Professor
Matthew Evans,197436393,M,Faculty,68781.19,Instructor
Bryan Clark,766717714,M,Faculty,68817.04,Instructor
John Edwards,050223771,M,Faculty,68841.28,Instructor
Heather Bennett,922426260,F,Faculty,68847.35,Professor
Ryan Robinson,831905237,M,Faculty,68890.15,Assistant Professor
Laura Baker,682659944,F,Faculty,68897.03,Associate Professor
Kevin Thomas,872259897,M,Faculty,68913.88,Instructor
Mary Anderson,794116875,F,Faculty,68944.81,Assistant Professor
Rebecca Hall,001948315,F,Faculty,69025.67,Assistant Professor
Robert Bennett,322376724,M,Faculty,69110.31,Instructor
Amy Walker,475535797,F,Faculty,69199.62,Assistant Professor
Robert Williams,111590213,M,Faculty,69250.25,Instructor
Kimberly Sanchez,128677637,F,Faculty,69312.49,Assistant Professor
Lindsay Thomas,262024205,F,Faculty,69349.45,Assistant Professor
Christine Ortiz,438483660,F,Faculty,69377.76,Associate Professor
Charles Mendoza,985625565,M,Faculty,69380.52,Professor
Bradley Carter,009747786,M,Faculty,69412.90,Instructor
Kyle Long,284099404,M,Faculty,69475.35,Instructor
Danielle Sanders,676191145,F,Faculty,69482.33,Professor
Kimberly Foster,456923382,F,Faculty,69487.23,Assistant Professor
Kyle Williams,471480352,M,Faculty,69596.59,Assistant Professor
Michael Price,057757368,M,Faculty,69604.03,Professor
Brittany Kim,324494441,F,Faculty,69805.97,Instructor
Steven Morris,104081033,M,Faculty,69856.49,Instructor
Angela Phillips,259388695,F,Faculty,69890.65,Assistant Professor
Jamie Thomas,265310703,M,Faculty,70002.96,Associate Professor
Jonathan Rivera,350273410,M,Faculty,70076.22,Professor
Jeffrey Baker,507970616,M,Faculty,70080.70,Associate Professor
Angela Collins,476854836,F,Faculty,70149.98,Assistant Professor
Timothy Cruz,796346932,M,Faculty,70205.17,Associate Professor
Courtney Miller,395846188,F,Faculty,70264.65,Professor
Kelly Collins,778879113,F,Faculty,70286.94,Professor
Brittany Miller,339615995,F,Faculty,70309.87,Assistant Professor
Daniel Young,859809471,M,Faculty,70322.86,Instructor
Emily Cooper,302673435,F,Faculty,70329.72,Instructor
Sara Phillips,269687862,F,Faculty,70375.66,Instructor
Jesse Brown,570330066,F,Faculty,70399.70,Professor
Allison Patel,937239887,F,Faculty,70432.96,Professor
Nicole Cox,227640547,F,Faculty,70477.68,Assistant Professor
Nicole Smith,369866363,F,Faculty,70503.21,Assistant Professor
Jesse Lee,862677335,F,Faculty,70551.55,Associate Professor
Paul Green,013254519,M,Faculty,70561.09,Instructor
Robert Jones,343622849,M,Faculty,70563.63,Assistant Professor
Mark Thompson,924246686,M,Faculty,70602.40,Associate Professor
Joshua Nguyen,416700652,M,Faculty,70602.94,Associate Professor
Cody Gutierrez,758738158,M,Faculty,70631.02,Professor
Adam Scott,666080109,M,Faculty,70736.20,Professor
Cody Flores,624547970,M,Faculty,70739.51,Assistant Professor
Laura Wood,378441289,F,Faculty,70824.38,Associate Professor
Adam Ross,541655848,M,Faculty,70829.86,Assistant Professor
Steven Rogers,718375807,M,Faculty,70859.04,Instructor
Brandon Richardson,106663474,M,Faculty,71065.11,Assistant Professor
Andrew Wright,274159375,M,Faculty,71118.71,Associate Professor
Kyle Harris,522379824,M,Faculty,71136.20,Assistant Professor
Mary Thomas,876600574,F,Faculty,71140.98,Professor
Jesse Thomas,977830413,M,Faculty,71209.28,Assistant Professor
Amy Myers,874693064,F,Faculty,71239.09,Assistant Professor
Danielle Nelson,314594753,F,Faculty,71247.38,Instructor
Richard Rogers,767358584,M,Faculty,71354.48,Professor
Katie Gray,437777553,F,Faculty,71399.86,Professor
Lisa Lewis,443571948,F,Faculty,71431.61,Associate Professor
Laura Cooper,325350071,F,Faculty,71482.90,Professor
Danielle Ruiz,178683509,F,Faculty,71558.23,Associate Professor
Samantha Sanchez,958838365,F,Faculty,71626.38,Professor
Adam Jackson,625838315,M,Faculty,71665.50,Professor
Lindsay Lee,777459413,F,Faculty,71668.45,Instructor
Amber Williams,010856830,F,Faculty,71668.77,Instructor
Patrick Scott,511177258,M,Faculty,71731.73,Associate Professor
Erica Perez,236958034,F,Faculty,71738.27,Assistant Professor
David Bennett,616989099,M,Faculty,71758.71,Professor
Ryan Brown,062219047,M,Faculty,71832.13,Assistant Professor
Christopher Murphy,988964259,M,Faculty,71836.66,Professor
Alicia Morgan,373569533,F,Faculty,71860.83,Professor
Ashley Ross,297831139,F,Faculty,71909.84,Assistant Professor
Ryan Ramos,213708325,M,Faculty,71943.53,Assistant Professor
Jacob Robinson,582362519,M,Faculty,71980.67,Professor
Joseph Cook,654175334,M,Faculty,72059.15,Assistant Professor
Paul Hill,682533737,M,Faculty,72091.25,Associate Professor
Kristen Cox,998429901,F,Faculty,72096.30,Instructor
Tiffany Jimenez,389730317,F,Faculty,72164.58,Instructor
Courtney Brown,274040318,F,Faculty,72196.55,Instructor
Kenneth Rivera,165904276,M,Faculty,72219.57,Associate Professor
Jason Anderson,974473963,M,Faculty,72260.33,Professor
Joshua King,915472439,M,Faculty,72273.38,Professor
Courtney Phillips,738411360,F,Faculty,72291.84,Assistant Professor
Jacob Brooks,470435953,M,Faculty,72427.23,Professor
Erica Perez,229688221,F,Faculty,72427.76,Instructor
Bradley Edwards,898690010,M,Faculty,72494.59,Professor
James Cooper,316959758,M,Faculty,72513.83,Professor
Kyle Kim,968470904,M,Faculty,72651.70,Associate Professor
Alicia Foster,689049545,F,Faculty,72700.67,Instructor
Nicole Roberts,800441781,F,Faculty,72709.35,Instructor
Michelle Carter,097036971,F,Faculty,72724.17,Professor
Alicia Brown,649920820,F,Faculty,72726.07,Professor
Dustin Chavez,649253591,M,Faculty,72749.76,Assistant Professor
Shannon Murphy,541340388,F,Faculty,72757.70,Associate Professor
Vanessa Taylor,832781748,F,Faculty,72783.42,Instructor
Stephanie Chavez,905258546,F,Faculty,72818.37,Professor
Laura Wood,945214965,F,Faculty,72843.48,Instructor
Jennifer Patel,770351815,F,Faculty,72884.59,Associate Professor
Sean Carter,442473729,M,Faculty,72911.90,Instructor
Alexander Peterson,023947163,M,Faculty,73025.92,Associate Professor
Andrea Kim,969631032,F,Faculty,73026.69,Associate Professor
Tiffany Sanders,337876810,F,Faculty,73080.33,Assistant Professor
Ashley Nelson,170430578,F,Faculty,73085.16,Professor
Lauren Bennett,932468485,F,Faculty,73129.88,Professor
Kelly Watson,622071448,F,Faculty,73160.95,Professor
Andrea Lee,845287403,F,Faculty,73165.40,Professor
Jose Gutierrez,854525394,M,Faculty,73178.99,Associate Professor
Gregory Murphy,295123758,M,Faculty,73189.57,Instructor
Jesse Edwards,946828026,F,Faculty,73418.95,Instructor
Jesse Parker,765731653,M,Faculty,73557.61,Professor
Aaron Brown,804467782,M,Faculty,73611.52,Instructor
Timothy Patel,955204699,M,Faculty,73657.73,Assistant Professor
William Foster,645010538,M,Faculty,73709.20,Professor
Andrea Baker,874797260,F,Faculty,73760.04,Associate Professor
David Kelly,896695713,M,Faculty,73812.98,Assistant Professor
Elizabeth Richardson,175844911,F,Faculty,73878.23,Assistant Professor
Allison Lee,519614574,F,Faculty,73883.04,Assistant Professor
Jeremy Morris,179568590,M,Faculty,73892.84,Professor
Thomas Martinez,739268632,M,Faculty,73901.30,Assistant Professor
Nathan Watson,699215738,M,Faculty,73922.06,Assistant Professor
Scott Harris,825934010,M,Faculty,73922.14,Assistant Professor
Jamie Evans,658985232,F,Faculty,73930.27,Assistant Professor
Rachel Reed,363849259,F,Faculty,73964.19,Professor
Nathan Lewis,107295091,M,Faculty,74009.09,Associate Professor
Timothy Harris,960791335,M,Faculty,74018.85,Associate Professor
Danielle Martin,832890530,F,Faculty,74033.60,Assistant Professor
Courtney Martinez,737332405,F,Faculty,74059.71,Professor
Bradley Murphy,432573278,M,Faculty,74166.84,Assistant Professor
Stephen Wright,331004244,M,Faculty,74199.54,Professor
Elizabeth Harris,624963197,F,Faculty,74215.60,Professor
Matthew Reyes,201205798,M,Faculty,74238.70,Instructor
Mary Bailey,614927260,F,Faculty,74305.65,Professor
Amber Walker,410131872,F,Faculty,74306.55,Assistant Professor
Timothy Torres,755921475,M,Faculty,74334.23,Professor
Kimberly Baker,768497984,F,Faculty,74343.80,Instructor
Tyler Diaz,310163519,M,Faculty,74375.62,Associate Professor
Emily Morgan,197980166,F,Faculty,74497.48,Associate Professor
Rachel Nelson,657819395,F,Faculty,74509.66,Assistant Professor
Shannon Castillo,885997226,F,Faculty,74513.70,Assistant Professor
Rachel Alvarez,137461081,F,Faculty,74569.87,Assistant Professor
Lindsey Morgan,143027913,F,Faculty,74578.39,Professor
Sean Bailey,481135036,M,Faculty,74619.33,Associate Professor
Jeffrey Martin,691327224,M,Faculty,74648.97,Instructor
Zachary Thompson,511673184,M,Faculty,74855.62,Professor
Rachel Hill,143280169,F,Faculty,74866.76,Professor
Crystal Evans,205804534,F,Faculty,74888.64,Instructor
Matthew Thompson,688595315,M,Faculty,74891.73,Assistant Professor
Scott Howard,932190564,M,Faculty,74905.88,Instructor
Mary Parker,507657820,F,Faculty,74926.35,Associate Professor
David Peterson,265628203,M,Faculty,74935.20,Associate Professor
Michael Myers,128674262,M,Faculty,74956.32,Associate Professor
Jesse Sanders,338072775,M,Faculty,75048.49,Assistant Professor
Justin Smith,995621530,M,Faculty,75124.68,Instructor
Lauren Williams,017289788,F,Faculty,75160.91,Associate Professor
Jose Robinson,454642622,M,Faculty,75180.45,Professor
Sarah Garcia,003925173,F,Faculty,75187.95,Professor
Steven Baker,893846611,M,Faculty,75275.69,Professor
Lisa Adams,397710798,F,Faculty,75335.46,Instructor
Jonathan Hughes,252740784,M,Faculty,75340.20,Professor
Andrea Nguyen,332649139,F,Faculty,75382.95,Assistant Professor
Cody Miller,308078770,M,Faculty,75479.14,Assistant Professor
Jeremy Reyes,376759130,M,Faculty,75492.16,Professor
Elizabeth Walker,707611404,F,Faculty,75497.29,Professor
Alicia Rivera,816020212,F,Faculty,75513.55,Instructor
Andrea James,570930005,F,Faculty,75582.16,Instructor
Jennifer Cook,330131413,F,Faculty,75714.01,Instructor
Kenneth Moore,101071290,M,Faculty,75714.36,Assistant Professor
Shannon Thomas,634251783,F,Faculty,75715.80,Professor
Jessica Ramirez,208177700,F,Faculty,75741.45,Associate Professor
Andrea Adams,886951487,F,Faculty,75801.16,Instructor
Andrea Castillo,238168138,F,Faculty,75873.98,Associate Professor
Allison Scott,921048630,F,Faculty,75931.06,Associate Professor
Thomas Bennett,251541388,M,Faculty,76047.55,Professor
Stephen Richardson,142075773,M,Faculty,76088.27,Assistant Professor
Justin Morales,359590252,M,Faculty,76158.63,Professor
Robert Wright,747051329,M,Faculty,76190.31,Professor
Jeffrey Scott,673643584,M,Faculty,76190.80,Professor
Katherine Wright,360708962,F,Faculty,76283.81,Assistant Professor
Travis Mitchell,310683955,M,Faculty,76302.94,Associate Professor
Kelly Flores,590480159,F,Faculty,76321.78,Instructor
Stephen Cruz,414164229,M,Faculty,76355.53,Associate Professor
Kyle Gutierrez,339616422,M,Faculty,76406.78,Assistant Professor
Mary Carter,355045270,F,Faculty,76420.18,Instructor
Matthew Baker,185856206,M,Faculty,76430.48,Instructor
Jacob Long,820840991,M,Faculty,76453.94,Instructor
Stephen Clark,162378224,M,Faculty,76514.81,Instructor
Cody James,759727812,M,Faculty,76557.68,Instructor
Michael Nelson,919419123,M,Faculty,76624.67,Associate Professor
David Martinez,018010381,M,Faculty,76840.55,Instructor
Erin Perez,538862177,F,Faculty,76914.51,Professor
Gregory Richardson,983835141,M,Faculty,76919.34,Assistant Professor
Jose Mendoza,141637794,M,Faculty,76921.24,Instructor
Nicole Anderson,867585127,F,Faculty,76952.21,Instructor
Eric Turner,325125636,M,Faculty,76964.54,Professor
Aaron Cruz,412128624,M,Faculty,76973.20,Associate Professor
Anthony Hughes,564971558,M,Faculty,77035.89,Associate Professor
Samuel Thomas,934460924,M,Faculty,77103.38,Instructor
James Parker,600743406,M,Faculty,77190.35,Associate Professor
Vanessa Ross,832228229,F,Faculty,77243.78,Professor
Eric Turner,185962308,M,Faculty,77254.03,Professor
Jessica Campbell,513656474,F,Faculty,77259.59,Assistant Professor
Katie Bailey,742243180,F,Faculty,77295.47,Professor
Cody Parker,391207714,M,Faculty,77333.38,Assistant Professor
Jamie Bailey,467058300,M,Faculty,77341.62,Instructor
Matthew Morales,691709669,M,Faculty,77362.69,Associate Professor
Kenneth Hill,049891068,M,Faculty,77382.55,Assistant Professor
Jennifer Robinson,793992850,F,Faculty,77468.05,Associate Professor
Christopher Peterson,634774351,M,Faculty,77493.59,Professor
Anthony Walker,157846543,M,Faculty,77496.42,Associate Professor
Nathan James,128315883,M,Faculty,77532.23,Professor
Courtney Cruz,548689612,F,Faculty,77548.91,Associate Professor
Katherine Castillo,778124239,F,Faculty,77566.18,Instructor
Melissa Patel,289640738,F,Faculty,77670.28,Professor
Brandon Peterson,395252200,M,Faculty,77677.64,Assistant Professor
Brittany Young,865798216,F,Faculty,77697.34,Instructor
Stephen James,485986497,M,Faculty,77700.01,Professor
Mary Morris,510693985,F,Faculty,77799.16,Assistant Professor
Tiffany Richardson,546855650,F,Faculty,77866.02,Associate Professor
Andrew Foster,062634839,M,Faculty,77875.46,Instructor
Jessica Cox,950160731,F,Faculty,77947.59,Assistant Professor
Joshua Collins,412655097,M,Faculty,77958.79,Assistant Professor
Kelly Nelson,380335271,F,Faculty,77971.36,Assistant Professor
Kenneth Jimenez,230148072,M,Faculty,78012.68,Assistant Professor
Patrick Carter,179285880,M,Faculty,78045.22,Professor
Christina Ramos,288245856,F,Faculty,78071.98,Associate Professor
Lauren Martin,721858927,F,Faculty,78081.40,Instructor
Daniel Phillips,359866575,M,Faculty,78111.27,Professor
Stephen Myers,692607632,M,Faculty,78134.26,Associate Professor
Rebecca Morgan,129320427,F,Faculty,78142.63,Instructor
Zachary Kim,084081587,M,Faculty,78147.44,Professor
Rachel Watson,353299756,F,Faculty,78284.06,Professor
Amy Mendoza,209485267,F,Faculty,78285.81,Associate Professor
Jonathan Thomas,101156406,M,Faculty,78322.36,Instructor
Shannon Carter,147861427,F,Faculty,78328.37,Professor
Danielle Ortiz,668751513,F,Faculty,78402.59,Associate Professor
Christopher Murphy,980129444,M,Faculty,78440.24,Associate Professor
Amy Hill,728758420,F,Faculty,78523.23,Assistant Professor
Erica Price,531254493,F,Faculty,78548.62,Professor
Eric Mendoza,332276998,M,Faculty,78558.34,Associate Professor
Richard Smith,914745545,M,Faculty,78607.21,Associate Professor
Andrea Jones,125199668,F,Faculty,78720.69,Instructor
Eric Ramirez,116368830,M,Faculty,78723.86,Associate Professor
